Estacion_A,Estacion_B,Distancia
Br. Lujan,IED Costa Rica,3.9628212081448586
Br. Lujan,Br. La Estrada,0.756518828282899
Centro de Alto Rendimiento,Alameda de Villaluz,3.2321281152817853
Centro de Alto Rendimiento,Br. Interindustrial,4.670156812499839
Centro de Alto Rendimiento,Br. Jorge Eliecer Gaitán,2.339850880738721
Centro de Alto Rendimiento,Br. San Ignacio,3.2483733330456404
Centro de Alto Rendimiento,Br. La Soledad,3.1102054186556702
Centro de Alto Rendimiento,Pl. Paloquemao,4.688522785348776
Centro de Alto Rendimiento,Br. La Estrada,2.4794582819002318
Parque Deportivo Arborizadora Alta,Parque Illimaní,2.3907144574191723
Parque Deportivo Arborizadora Alta,Br. Ronda,2.0863554273131046
Parque Deportivo Arborizadora Alta,Colegio Marco Fidel Suarez,2.9173940921239883
Parque Deportivo Arborizadora Alta,Br. Las Delicias,3.9530441398838794
Parque Deportivo Arborizadora Alta,Br. Arborizadora Alta TV  34,0.7375286460572393
Parque Deportivo Arborizadora Alta,IED Villa Rica Sede B,4.803742459159085
Parque Deportivo Arborizadora Alta,Policlínico Comunitario Inglés,4.394025762750979
Parque Deportivo Arborizadora Alta,Altos de Jalisco,2.9509960649223754
Br. Santa Rita Suroriental,Br. La Gloria Oriental,0.41290717779805
Br. Santa Rita Suroriental,Pq San Cayetano,2.8878824960051825
Br. Santa Rita Suroriental,IED Antonio Baraya,4.742846649395139
Br. Santa Rita Suroriental,Portal 20 de Julio,2.2245089876221456
Br. Santa Rita Suroriental,Escuela María Montessori,4.524450092894205
Br. Santa Rita Suroriental,Carrera  5A,3.1790350797067584
Br. Santa Rita Suroriental,Br. Sociego,3.3671562179009316
Br. La Gloria Oriental,Pq San Cayetano,3.1915878895939165
Br. La Gloria Oriental,IED Antonio Baraya,4.5155911746109965
Br. La Gloria Oriental,Portal 20 de Julio,1.9650230110386122
Br. La Gloria Oriental,Escuela María Montessori,4.196410423106582
Br. La Gloria Oriental,Carrera  5A,2.832007992790489
Br. La Gloria Oriental,Br. Sociego,3.035424228838251
Br. La Campiña,IED Álvaro Gómez Hurtado,1.956524797598007
Br. La Campiña,Br. Tuna Alta,0.6298751055904073
Br. La Campiña,Urb. Versalles,3.0128314980066415
Parque Illimaní,Br. Ronda,2.9799019886280145
Parque Illimaní,Colegio Marco Fidel Suarez,4.341428289932576
Parque Illimaní,Br. Arborizadora Alta TV  34,2.1167143691317003
Parque Illimaní,Altos de Jalisco,2.555896313613379
Br. Ronda,Colegio Marco Fidel Suarez,1.3929871957423499
Br. Ronda,IED Antonio Baraya,4.525276843664943
Br. Ronda,Br. La Fragua,4.877226660988631
Br. Ronda,Br. Las Delicias,3.7866838311780957
Br. Ronda,Br. Arborizadora Alta TV  34,2.711110722295789
Br. Ronda,Policlínico Comunitario Inglés,2.6996311984535835
Br. Ronda,Altos de Jalisco,1.451071127934896
Colegio Marco Fidel Suarez,IED Antonio Baraya,3.510833791036808
Colegio Marco Fidel Suarez,Portal 20 de Julio,4.749119155289725
Colegio Marco Fidel Suarez,Br. La Fragua,3.613808551432158
Colegio Marco Fidel Suarez,Br. Santa Isabel,4.145650868723074
Colegio Marco Fidel Suarez,Br. Las Delicias,2.7375444762163066
Colegio Marco Fidel Suarez,Br. Arborizadora Alta TV  34,3.644190665648072
Colegio Marco Fidel Suarez,IED Villa Rica Sede B,4.897024545921285
Colegio Marco Fidel Suarez,Policlínico Comunitario Inglés,1.4770506438337412
Colegio Marco Fidel Suarez,Altos de Jalisco,2.634778763451924
Br. Ciudad Techo II,Br. Interindustrial,3.1062689223093267
Br. Ciudad Techo II,Parque Castilla Reservado,1.7579975743359837
Br. Ciudad Techo II,Br. Las Margaritas,2.714626015250231
Br. Ciudad Techo II,Br. Casablanca,3.3893361398019493
Br. Ciudad Techo II,IED Costa Rica,4.982997459615186
Br. Ciudad Techo II,Br. Las Delicias,4.165736297784582
Br. Ciudad Techo II,IED Villa Rica Sede B,3.1560908869401456
Alameda de Villaluz,Br. Interindustrial,4.2113917168691275
Alameda de Villaluz,Br. Jorge Eliecer Gaitán,3.650905327918497
Alameda de Villaluz,Br. San Ignacio,1.003023842314054
Alameda de Villaluz,Br. Álamos Norte,3.132895290142465
Alameda de Villaluz,IED Costa Rica,3.2789306462018573
Alameda de Villaluz,Br. La Estrada,1.4382038791243381
Br. San Luis Altos del Cabo,Br. La Esperanza Nororiental,0.29573983352620686
Br. Interindustrial,Parque Castilla Reservado,3.0198947552955016
Br. Interindustrial,Br. San Ignacio,3.214535669589581
Br. Interindustrial,IED Costa Rica,3.5685033454289377
Pq San Cayetano,Br. Puerta al Llano,3.201351181226028
IED Álvaro Gómez Hurtado,Br. Álamos Norte,3.6148070971744644
IED Álvaro Gómez Hurtado,Br. Tuna Alta,2.5810582432724876
IED Álvaro Gómez Hurtado,Urb. Versalles,4.142346085455424
IED Antonio Baraya,Portal 20 de Julio,2.5558548160918044
IED Antonio Baraya,Br. La Fragua,1.3242149837982518
IED Antonio Baraya,Br. Santa Isabel,1.5605791192995033
IED Antonio Baraya,Pl. Paloquemao,4.208304781257519
IED Antonio Baraya,Escuela María Montessori,1.5226196514634995
IED Antonio Baraya,Br. Las Delicias,4.831243201511537
IED Antonio Baraya,Carrera  5A,2.2364438937280102
IED Antonio Baraya,Policlínico Comunitario Inglés,2.079030653429859
IED Antonio Baraya,Altos de Jalisco,4.962249378126585
IED Antonio Baraya,Br. Sociego,1.9591238949111693
Parque Castilla Reservado,Br. Las Margaritas,3.626069260050976
Parque Castilla Reservado,Br. Casablanca,4.845596102822402
Parque Castilla Reservado,IED Costa Rica,3.475159809216473
Parque Castilla Reservado,IED Villa Rica Sede B,4.794708368522626
Br. Jorge Eliecer Gaitán,Br. San Ignacio,4.257429296790738
Br. Jorge Eliecer Gaitán,Br. La Soledad,4.634081745984532
Br. Jorge Eliecer Gaitán,Br. La Estrada,2.23355096012523
Br. San Ignacio,Br. Álamos Norte,3.7023341517394805
Br. San Ignacio,IED Costa Rica,2.738715739693723
Br. San Ignacio,Br. La Estrada,2.209480445844359
Br. La Palestina I,Br. Las Margaritas,2.6568473200722673
Br. La Palestina I,Br. Casablanca,1.9725812613212486
Br. La Palestina I,Br. Gran Colombiano,1.1472353257246597
Br. La Palestina I,IED Villa Rica Sede B,2.7887529480364828
Br. Las Margaritas,Br. Casablanca,1.8016537756611475
Br. Las Margaritas,Br. Gran Colombiano,3.5239497731991265
Br. Las Margaritas,Br. Las Delicias,4.683091143069773
Br. Las Margaritas,IED Villa Rica Sede B,2.3857386369225453
Br. Álamos Norte,Br. Sabana del Dorado,2.636865917701356
Br. Álamos Norte,IED Costa Rica,3.5720195341424783
Br. Álamos Norte,Br. La Estrada,3.940910194360102
Portal 20 de Julio,Br. La Fragua,3.8759238413439916
Portal 20 de Julio,Br. Santa Isabel,4.027023241307439
Portal 20 de Julio,Escuela María Montessori,2.379250652856758
Portal 20 de Julio,Carrera  5A,1.209562057313262
Portal 20 de Julio,Policlínico Comunitario Inglés,3.796963199826964
Portal 20 de Julio,Altos de Jalisco,4.799987510075398
Portal 20 de Julio,Br. Sociego,1.2864988728483067
Br. La Fragua,Br. Santa Isabel,0.5319773918043207
Br. La Fragua,Pl. Paloquemao,3.560181659942886
Br. La Fragua,Escuela María Montessori,2.3148848402694018
Br. La Fragua,Br. Las Delicias,4.10418996256894
Br. La Fragua,Carrera  5A,3.416938212794623
Br. La Fragua,Policlínico Comunitario Inglés,2.178104440526892
Br. La Fragua,Br. Sociego,3.1364048928307318
Br. La Soledad,Pl. Paloquemao,2.221291800922001
Br. Tuna Alta,Urb. Versalles,2.7552645228693735
Br. Santa Isabel,Pl. Paloquemao,3.0296675511054802
Br. Santa Isabel,Escuela María Montessori,2.1712668775552495
Br. Santa Isabel,Br. Las Delicias,4.511789795567822
Br. Santa Isabel,Carrera  5A,3.4126779191741705
Br. Santa Isabel,Policlínico Comunitario Inglés,2.707960517016396
Br. Santa Isabel,Br. Sociego,3.1388449268185323
Br. Casablanca,Br. Gran Colombiano,3.1161546212253084
Br. Casablanca,Br. Las Delicias,3.3238844168094883
Br. Casablanca,IED Villa Rica Sede B,0.8987592775704194
Pl. Paloquemao,Escuela María Montessori,3.589763290763863
Pl. Paloquemao,Carrera  5A,4.891212755805916
Pl. Paloquemao,Br. Sociego,4.716638038897178
Br. Gran Colombiano,IED Villa Rica Sede B,3.9345187946372984
Br. Sabana del Dorado,IED Costa Rica,3.4628462992419973
Urb. Versalles,Colegio Siervas de San José,2.955772787237562
Escuela María Montessori,Carrera  5A,1.386133959955182
Escuela María Montessori,Policlínico Comunitario Inglés,3.5988039944211065
Escuela María Montessori,Br. Sociego,1.16110900376807
IED Costa Rica,Br. La Estrada,4.716772818356501
Br. Las Delicias,Br. Arborizadora Alta TV  34,4.590014010677019
Br. Las Delicias,IED Villa Rica Sede B,2.4410325244012614
Br. Las Delicias,Policlínico Comunitario Inglés,3.103419759318142
Br. Arborizadora Alta TV  34,Altos de Jalisco,3.337647650476359
Carrera  5A,Policlínico Comunitario Inglés,4.026902389443498
Carrera  5A,Br. Sociego,0.2811421333532157
Policlínico Comunitario Inglés,Altos de Jalisco,3.569534863683713
Policlínico Comunitario Inglés,Br. Sociego,3.7837898498016473
